id, date, question;;;
2017D31714, 2017-11-09,Deelt u de visie dat het Ministerie van Infrastructuur en Waterstaat met een tekort aan kundige mensen kampt die ingewikkelde dossiers kunnen doorgronden? Zo ja sinds wanneer bestaat dat probleem en wat moet er gebeuren om dat probleem op te lossen?;;;
2017D31714, 2017-11-09,Klopt het dat er zoals voormalig staatsecretaris Dijksma stelt nog nauwelijks mensen zijn die zelfstandig in staat zijn een hele MER-berekening te maken? Wat vindt u van deze uitspraak?;;;
2017D31714, 2017-11-09,Wat heeft de uitlating van voormalig staatsecretaris Dijksma voor gevolgen voor de toegezegde nieuwe MER-beoordeling waarover zij in haar laatste Kamerbrief spreekt van 16 oktober 2017?2 Hebben haar uitlatingen invloed op dit proces? Wat betekent dit voor de zorgvuldigheid waarmee een MER-berekening wordt gemaakt?;;;
2017D31714, 2017-11-09,Kunt u deze vragen beantwoorden voor de technische briefing over het MER op 23 november 2017?;;;
2017D31866, 2017-11-10,Bent u bekend met de uitzending van ZEMBLA over giftige dampen aan boord van vliegtuigen?1;;;
2017D31866, 2017-11-10,Kunt u zich herinneren dat u in mei 2015 reeds bent verzocht2 te reageren op een (vervolg)onderzoek van het Academisch Medisch Centrum (AMC)3 over de relatie tussen vluchtige stoffen en de klachten bij twaalf personeelsleden van luchtvaartmaatschappijen waarop u aangaf een internationale aanpak voor te staan alvorens actie op nationaal niveau te kunnen/willen nemen?4;;;
2017D31866, 2017-11-10,Kunt u bevestigen dat ondanks de aangenomen motie-Hachchi luchtvaart-maatschappijen überhaupt pas vanaf november 2015 wettelijk verplicht zijn om informatie over geurincidenten te delen met Analysebureau Luchtvaart-voorvallen (ABL) van de Inspectie Leefomgeving en Transport?5;;;
2017D31866, 2017-11-10,Kunt u voorts aangeven of het ABL sinds eind 2015 het aantal piloten in beeld heeft die mogelijk lijden aan de gevolgen van het zogeheten aero-toxisch syndroom? Zo nee hoe kan dat? Zo ja kunt u aangeven wat de inspectiedienst gedaan heeft om te toetsen of deze piloten wel of niet geschikt waren/zijn om te vliegen?;;;
2017D31866, 2017-11-10,Kunt u zich voorts herinneren dat u in 2015 de Nationale Adviesgroep Cabinelucht (NAC) instelde met daarin verschillende stakeholders zoals luchtvaartmaatschappijen vakbonden en onderzoeksinstituten om u onder andere van advies te voorzien over de aard ernst en aanpak van dit probleem?;;;
2017D31866, 2017-11-10,Deelt u de mening dat deze adviesgroep zich onafhankelijk moet opstellen en u van onafhankelijk wetenschappelijk advies moet voorzien? Hoe beoordeelt u in dat verband hetgeen over die onafhankelijkheid wordt gezegd in de uitzending van ZEMBLA?;;;
2017D31866, 2017-11-10,Deelt u de mening dat het vreemd is dat dit adviesorgaan – zoals uit de uitzending van ZEMBLA blijkt – klaarblijkelijk niet op de hoogte is van het aantal piloten in Nederland dat claimt last te ondervinden of in het ergste geval ziek te zijn geworden van giftige dampen aan boord? Zo nee waarom niet?;;;
2017D31866, 2017-11-10,Kunt u inmiddels met zekerheid stellen dat er geen verband bestaat tussen gezondheidsklachten en de cabinelucht c.q. kunt u stellen dat u het aero-toxisch syndroom niet erkent? Zo ja hoe verhoudt zich dat tot lopend onderzoek? Zo nee deelt u voorts de mening dat er vanuit het voorzorgsbe-ginsel uiterst zorgvuldig omgegaan moet worden met piloten die claimen last te hebben van het aerotoxisch syndroom?;;;
2017D31866, 2017-11-10,Wist u of had u kunnen weten dat er in Nederland piloten zijn die vliegen terwijl zij mogelijk hinder ondervinden door hoofdpijn evenwichtsstoornissen en een vertraagde reactiesnelheid ten gevolge van giftige dampen aan boord met alle risico’s van dien? Zo nee waarom niet? Zo ja welke actie heeft u in het verleden richting de desbetreffende luchtvaartmaatschappij(en) onderno-men om deze risico’s weg te nemen?;;;
2017D31866, 2017-11-10,Bent u van mening dat u met de kennis van nu en het voorzorgsbeginsel ten aanzien van de vliegveiligheid in acht nemend dit probleem tijdig en voldoende serieus heeft genomen? Zo ja hoe verhoudt zich dat tot de berichtgeving van ZEMBLA?;;;
2017D31866, 2017-11-10,Welke concrete actie gaat u nu ondernemen om zeker te stellen dat er in Nederland geen piloten vliegen die mogelijk hinder ondervinden door hoofdpijn evenwichtsstoornissen en een vertraagde reactiesnelheid ten gevolge van giftige dampen aan boord met alle risico’s van dien?;;;
2017D31866, 2017-11-10,Kunt u deze vragen afzonderlijk beantwoorden?;;;
2017D32238, 2017-11-14,Klopt het dat (verplichte) geslachtsvermelding op ov-chipkaarten per 1 januari 2017 is komen te vervallen?;;;
2017D32238, 2017-11-14,Heeft u kennisgenomen van het bericht dat aanvragers verstrikt raken in bureaucratie bij het aanvragen van een nieuwe ov-chipkaart? Zo ja wat is uw reactie op dit bericht?1;;;
2017D32238, 2017-11-14,Deelt u de mening dat het wenselijk is om een genderneutrale ov-chipkaart aan te bieden?;;;
2017D32238, 2017-11-14,In hoeverre bent u bereid om met Translink en de ov-bedrijven in gesprek te gaan zodat een genderneutrale ov-chipkaart zo spoedig mogelijk beschikbaar komt voor diegenen die dit wenselijk achten?1 https://www.vice.com/nl/article/7x47qx/ik-vroeg-een-genderneutrale-ov-chipkaart-aan-en-belandde-in-een-bizarre-en-bureaucratische-wereld?u;;;
2017D32245, 2017-11-14,Kent u het bericht dat inwoners van Warmenhuizen al 25 jaar op een sterk vervuilde bodem leven?1 Hoe beoordeelt u deze gevaarlijke situatie?;;;
2017D32245, 2017-11-14,Hoe kan het zo zijn dat de bewoners en de gemeente niet op de hoogte waren van de levensgevaarlijke bodem- en bodemwaterkwaliteit?;;;
2017D32245, 2017-11-14,Zijn er tekortkomingen in de wet- en regelgeving die het onmogelijk maken voor lokaal bestuur of toezichthouder om tijdig in te grijpen? Zo ja welke? Zo nee welke instantie(s) is (zijn) hier tekortgeschoten en welke mogelijke hiaten zijn er in wet- en regelgeving?;;;
2017D32245, 2017-11-14,Kan het zo zijn dat er nog andere plekken zijn waar sterke vervuiling uit het verleden onopgemerkt is gebleven? Zo ja hoe gaat u erachter komen welke plekken dat zijn? Zo nee hoe weet u zeker dat er geen andere soortgelijke plekken in Nederland zijn waar sprake is van levensgevaarlijke bodem- en bodemwaterkwaliteit en kunt u een overzicht geven van de andere locaties? Is het geval in Warmenhuizen aanleiding voor een nadere inventarisatie? Zo nee waarom niet?;;;
2017D32245, 2017-11-14,Bent u bereid het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) te vragen te onderzoeken welke verbanden er bestaan tussen de aanwezige vervuiling en de sterfgevallen en gezondheidsproblemen bij de bewoners? Zo ja op welke termijn zult u dit vragen? Zo nee waarom wil u dat niet doen? Hoe gaat u als er sprake is van een verband om met de afhandeling van de 1 https://nos.nl/artikel/2200480-warmenhuizers-wonen-al-tientallen-jaren-op-verontreinigde-grond.html    kv-tk-2017Z15327’s-Gravenhage 2017 Tweede Kamer vergaderjaar 2017–2018 Vragen 1huidige (en voormalige) gezondheidsproblemen van de bewoners? Wat zal er gebeuren om de gezondheid van deze mensen in de toekomst te waarbor-gen?;;;
2017D32247, 2017-11-14,Bent u bekend met het rapport «Breaking the Barriers to the Circular Economy» waaruit blijkt dat de circulaire economie nog onvoldoende momentum heeft?1;;;
2017D32247, 2017-11-14,Neemt u de geconstateerde knelpunten (te lage grondstofprijs gebrekkige consumentenkennis en tekortschietende gedragsverandering) serieus? Hoe gaat u deze knelpunten oplossen?;;;
2017D32247, 2017-11-14,Deelt u het standpunt uit het rapport dat de lage prijs voor nieuwe grondstof-fen (virgin materials) ten opzichte van gerecyclede grondstoffen een van de grootste barrières is op weg naar een circulaire economie? Zo nee uit welk onafhankelijk onderzoek blijkt dat de lage prijs geen grote barrière is op weg naar een circulaire economie? Hoe gaat u deze barrière verhelpen?;;;
2017D32247, 2017-11-14,Op welke wijze vermindert het Grondstoffenakkoord het totale (nieuw en gerecycled) grondstofgebruik?;;;
